"","message_id","hex_u_emo","count","Emoji","Unicode.codepoint","Occurrences","Position","Negative","Neutral","Positive","Substituted","negative_norm","neutral_norm","positive_norm","neutral","positive","negative"
"3653",90797,"E29DA4",4,"❤",10084,8050,0.746943086,355,1334,6361,"",0.0440993788819876,0.165714285714286,0.790186335403727,0.662857142857143,3.16074534161491,0.17639751552795
"3654",90797,"F09F918D",24,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,5.9546925566343,15.2880258899676,2.75728155339806
"3655",90798,"E29DA4",1,"❤",10084,8050,0.746943086,355,1334,6361,"",0.0440993788819876,0.165714285714286,0.790186335403727,0.165714285714286,0.790186335403727,0.0440993788819876
"3656",90798,"F09F918D",37,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,9.18015102481122,23.5690399137001,4.25080906148867
"3657",90798,"F09F98A2",1,"😢",128546,749,0.813896833,288,168,293,"",0.384512683578104,0.224299065420561,0.391188251001335,0.224299065420561,0.391188251001335,0.384512683578104
"3658",90799,"F09F918D",22,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,5.45846817691478,14.0140237324703,2.52750809061489
"3659",90800,"F09F918D",11,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,2.72923408845739,7.00701186623517,1.26375404530744
"3660",90800,"F09F9881",3,"😁",128513,2189,0.796151187,278,648,1263,"",0.126998629511192,0.296025582457743,0.576975788031064,0.88807674737323,1.73092736409319,0.380995888533577
"3661",90800,"F09F98B1",6,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,1.69380530973451,2.72389380530973,1.58230088495575
"3662",90801,"F09F918D",18,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.46601941747573,11.4660194174757,2.06796116504854
"3663",90801,"F09F9881",9,"😁",128513,2189,0.796151187,278,648,1263,"",0.126998629511192,0.296025582457743,0.576975788031064,2.66423024211969,5.19278209227958,1.14298766560073
"3664",90802,"F09F918D",16,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,3.9697950377562,10.1920172599784,1.83818770226537
"3665",90802,"F09F9881",1,"😁",128513,2189,0.796151187,278,648,1263,"",0.126998629511192,0.296025582457743,0.576975788031064,0.296025582457743,0.576975788031064,0.126998629511192
"3666",90803,"F09F918D",22,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,5.45846817691478,14.0140237324703,2.52750809061489
"3667",90804,"F09F918D",1,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,0.248112189859763,0.637001078748652,0.114886731391586
"3668",90804,"F09F9881",5,"😁",128513,2189,0.796151187,278,648,1263,"",0.126998629511192,0.296025582457743,0.576975788031064,1.48012791228872,2.88487894015532,0.634993147555962
"3669",90804,"F09F98A2",2,"😢",128546,749,0.813896833,288,168,293,"",0.384512683578104,0.224299065420561,0.391188251001335,0.448598130841121,0.78237650200267,0.769025367156208
"3670",90804,"F09F98B1",12,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,3.38761061946903,5.44778761061947,3.1646017699115
"3671",90805,"F09F918D",3,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,0.744336569579288,1.91100323624595,0.344660194174757
"3672",90805,"F09F98A2",2,"😢",128546,749,0.813896833,288,168,293,"",0.384512683578104,0.224299065420561,0.391188251001335,0.448598130841121,0.78237650200267,0.769025367156208
"3673",90805,"F09F98B1",20,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,5.64601769911504,9.07964601769912,5.27433628318584
"3674",90806,"F09F918D",18,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.46601941747573,11.4660194174757,2.06796116504854
"3675",90807,"F09F918D",17,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.21790722761597,10.8290183387271,1.95307443365696
"3676",90807,"F09F98B1",1,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,0.282300884955752,0.453982300884956,0.263716814159292
"3677",90808,"F09F918D",1,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,0.248112189859763,0.637001078748652,0.114886731391586
"3678",90808,"F09F9881",11,"😁",128513,2189,0.796151187,278,648,1263,"",0.126998629511192,0.296025582457743,0.576975788031064,3.25628140703518,6.34673366834171,1.39698492462312
"3679",90809,"F09F918D",20,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.96224379719525,12.740021574973,2.29773462783172
"3680",90810,"F09F918D",18,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.46601941747573,11.4660194174757,2.06796116504854
"3681",90811,"F09F918D",17,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.21790722761597,10.8290183387271,1.95307443365696
"3682",90811,"F09F98B1",1,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,0.282300884955752,0.453982300884956,0.263716814159292
"3683",90812,"F09F918D",2,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,0.496224379719525,1.2740021574973,0.229773462783172
"3684",90812,"F09F9881",1,"😁",128513,2189,0.796151187,278,648,1263,"",0.126998629511192,0.296025582457743,0.576975788031064,0.296025582457743,0.576975788031064,0.126998629511192
"3685",90812,"F09F98B1",12,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,3.38761061946903,5.44778761061947,3.1646017699115
"3686",90813,"E29DA4",1,"❤",10084,8050,0.746943086,355,1334,6361,"",0.0440993788819876,0.165714285714286,0.790186335403727,0.165714285714286,0.790186335403727,0.0440993788819876
"3687",90813,"F09F918D",20,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.96224379719525,12.740021574973,2.29773462783172
"3688",90814,"F09F918D",3,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,0.744336569579288,1.91100323624595,0.344660194174757
"3689",90814,"F09F9881",2,"😁",128513,2189,0.796151187,278,648,1263,"",0.126998629511192,0.296025582457743,0.576975788031064,0.592051164915486,1.15395157606213,0.253997259022385
"3690",90814,"F09F98B1",13,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,3.66991150442478,5.90176991150442,3.4283185840708
"3691",90815,"F09F918D",17,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,4.21790722761597,10.8290183387271,1.95307443365696
"3692",90816,"E29DA4",5,"❤",10084,8050,0.746943086,355,1334,6361,"",0.0440993788819876,0.165714285714286,0.790186335403727,0.828571428571429,3.95093167701863,0.220496894409938
"3693",90816,"F09F918D",25,"👍",128077,1854,0.812125626,213,460,1181,"",0.114886731391586,0.248112189859763,0.637001078748652,6.20280474649407,15.9250269687163,2.87216828478964
"3694",90817,"F09F98B1",10,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,2.82300884955752,4.53982300884956,2.63716814159292
"3695",90818,"F09F98B1",7,"😱",128561,1130,0.773313178,298,319,513,"",0.263716814159292,0.282300884955752,0.453982300884956,1.97610619469027,3.17787610619469,1.84601769911504
